company,title,sentiment,relevance,confidence,published_at,source,url,reasoning
"Classiq","Classiq Emphasizes Enterprise Readiness for Quantum Computing in CTO-Focused Messaging","positive","relevant","0.90","2026-09-08T00:56:50.000Z","TipRanks","https://news.google.com/rss/articles/CBMizwFBVV95cUxOQm1qRGhmREd2UjVvVVJzemcwTU5PNnV4a3JtTm1LTEdPTlJCRGwzREtZTjR0NjJBNWQ2TkdlSkhDUm40NEFIRWFxSUR5MHdiYkdULXJnM2w4dWVIckliMmQ3ZXVtc3B0ZzRlRXVSV2psa3JURXUtYzRpTFYyUjlibG5mLW94RnFGTld4V1Z2cU9yVXo0TGdYRElESGE4MVlqZi1sV1ZvaHZPR2s0MWJKYXVybHdtaEpTd0owNFZKSDhXbTFGQkhXb04zdmc4TVk?oc=5","Article highlights Classiq's enterprise readiness and messaging, indicating positive business prospects."
"Quantum Machines","‘Shape-shifting’ quantum computer uses light to switch between different tasks","positive","relevant","0.90","2026-09-07T23:07:00.000Z","The Brighter Side of News","https://news.google.com/rss/articles/CBMitgFBVV95cUxNVk9oc3FEeTRHdHVhYmk3OWJEaDJjMjlxY0gyMUg2R2ZxOFpPZkotc1pLZEdjU1czY1ZraHBnanNDNzlnZ3ZaS213RjhlcDhKVk9rRmRtVC13VzFpUDJ6UEpNWF9hMVFRNURxYkdVN2FkZmhVVWF6eXBFMllmNTFweDVRTkE1YjRFV2xMR3F5N2J5emtHWUE2R0g3SjQyRFc4ckU5NVBwVXQzeGdXUFhCZWxuWi1RUQ?oc=5","Article describes a quantum computer, matching Quantum Machines' field of expertise."
"EquipmentShare","Deadline Alert: EquipmentShare.com Inc. (EQPT) Shareholders","neutral","relevant","0.80","2026-09-07T20:30:00.000Z","GlobeNewswire","https://news.google.com/rss/articles/CBMixAJBVV95cUxPRXNuWFdWZ28zRlY3RXowbnNqSHdLaEVlUXlhVS1qeEp1MkdqbFRRMVlIR2hCRVRyZUNOWkhqeXRNN1BYTVRSS05WZE1QOUFZdF9rWDB3N3JySzdHWDRfX1lOczZoblA1Y0p0aFp1Y1VTWmJZb1ZhY2lQUW5nRHNyc0hkSV9Nell6YUlXcFVzMDlhbU1vTmNpSUZXa01BdERMb2hpV2dXaDY3S2ZCWW5IOXkwYUVLeUtpcmdPOUZGRzM0eUZwSVNzM2lBQURzUV94UVh4eXV6YjRTekdTMDliaThwR05CYklwdldSd01SOUpCNFJBWWlxQWJ1cVdsV2tmZldkUTgyT000Qk1hU1FzUWxuVktscWR2ZDNYRjZ4YTRfbVprZ2tIZ0hoUm5CMlZFMmd6SHpyN1dzWEF6VEQ1cjVGUlo?oc=5","Shareholders alert is relevant to the company, but the tone is neutral."
"Fireblade","Honda CBR 1000 RR-R Fireblade 2026: Technical maintenance guide and tester secrets","neutral","irrelevant","1.00","2026-09-07T19:32:15.000Z","CrazyWheels.it","https://news.google.com/rss/articles/CBMitAFBVV95cUxQVUNfLXF0MGp2blVYRG1pSU9aOF83ZkFGTThjZWRCaGp2N0xrYjNoS1VleGJGeWFCd3VWUmQxZUdnMDVpdW5jVDdOWkxRT3ZyNHg4aTZZYkMtTktGTWJmWGNJaWdIN2pZWlNibkVMMHd5ckNRa3Y5TzM5bkpnMmhSWnR0UkphRjBKR1Q4Y0J1eXMyRkNBeDJpY0ZtOFNQMFBBMmhjelBqQTdWbGRfZHBPYmJfN1TSAboBQVVfeXFMTnM5bHlSSG94aGhOSHpuQ2ZJbFk1X0hzWDE4SkgzZXhfaVVDakRzcGJZZlJRRmhjaUpJUG1iTjJQc3ItVUFCMkJRZjY0RFR2eFZhRTN3ZkpKdUtReFc3VTl6akFWZnkySmwxTTRPcmtmN1pCcnlYZXkzellhcjlSMm1EaEtZTmtpVV9PT0FrZVRuLVV1N2NZUXpyT3RxN2FEbnQwTF9remJTMjdCUk1MWXdtN1d3Tl9oSGxR?oc=5","Article is about a motorcycle model, not the company Fireblade."
"SSI","Week 2 SSI Football Podcast to Feature Class A North Foes presented by Meadow 28","neutral","irrelevant","0.90","2026-09-07T19:18:42.000Z","Shore Sports Insider","https://news.google.com/rss/articles/CBMisgFBVV95cUxQM25jc1c0cUtPM1pnTldJVWJqOUxOVGZoazBub2xQNVF2WkFJTjlrZk1QZVN4SzVOekhKb09SaS1lOUlIblJiRUpVcm1hUmlJWTc5eHhoOER0YXlCVENKRjNBSURKaFlBWXMzbFI3ZGxjdXVvMkc4RHJZSDExUVVqeDhXd0pVaTRfM1dGaGZiQnhKTFZ2OERhd25aVmRScE5fQl8zVzRuc1U2dXRLaXlSbkZB?oc=5","No mention of Safe Superintelligence or AI-related topics."
"Quidnet Energy","Gravity Energy Storage Market Size, Share & Growth Report, 2035","neutral","irrelevant","0.80","2026-09-07T18:30:00.000Z","SNS Insider","https://news.google.com/rss/articles/CBMiekFVX3lxTE9HOC1LWHQtcVRZRVRCZlFFaUxFZXVjRldYV2QwamZMVWw4YmhtR1dxdXhDZDlFdl9qQzh5OHd5czgtbVdEXy1iQUpBQnBrSFRsdW1rTTJQNzNyQTFGOEVzeWtPNDVrV09VbWNZb0FLWVJwVlRUa0lhbXp3?oc=5","Market report mentions Quidnet Energy, but context is generic and not specific to the company."
"Lambda","Entangled particles revive a 35-year-old test of the Standard Model","neutral","irrelevant","0.90","2026-09-07T17:40:10.000Z","Phys.org","https://news.google.com/rss/articles/CBMigAFBVV95cUxNYkVXeWQ4c2NmX3RyT1l0ZWo3NVBBX0ZWblZwaDZfWWFqRkxnc0dfLW4xR2pnaDBwaU5Ea1h6YkVNTjdCRDFTamQ3endLLTVIMmJNRS1TN0FvTnRkY1FZWDdwNTVaYy1DTG10Zjc3NlJuWUtMTFQ1VmxGVktwYmV3Zw?oc=5","No mention of Lambda AI, a company focused on AI and machine learning."
"CarDekho","Kia Sorento HTK(A) Black Line Hybrid 6-Seater On Road Price (Petrol), Features & Specs, Images","neutral","relevant","0.80","2026-09-07T16:51:35.000Z","CarDekho","https://news.google.com/rss/articles/CBMimgFBVV95cUxOdVVoRlAtQmpTZmhTTmlob0pHMk53bTdjWm91V1gxSldjRWQyQ2d5VG5mZ2QtbEtQR3dZN2llckxBQjVLLWtLSkVMOVFjY2JYMHV4U2lWV2NSODZrRGlaU3VKeUNRSElfakpuLXVnWHBYMm1iUV9CWXlNalBTOE1ZY3JBaVBEN3VuUTE3MURub3FnRnpraTgzS1dn?oc=5","CarDekho is mentioned as the source of the information."
"CarDekho","Kia Sorento HTK(A) Hybrid 7-Seater On Road Price (Petrol), Features & Specs, Images","neutral","relevant","0.80","2026-09-07T16:51:35.000Z","CarDekho","https://news.google.com/rss/articles/CBMiiwFBVV95cUxQRjRfVjJEa1Y3bFpZQ2FjZ21NMmloSS1mTW1QcEN4MUxDR0RBQmFoZXVyOHlNM2xPU3NPZzR4S0o0YS00bVZ3QTBvOG5DQ1Z0Vk9lYjlKNllBMHVKZ0NjQnlIeDItc21sZzJlQ0NiQlNaaFM2R1BEMktfR01pbXpZSFdhWnZNa2xySXdN?oc=5","CarDekho is mentioned as the source of the information."
"CarDekho","Kia Sorento HTX Hybrid 6-Seater AWD On Road Price (Petrol), Features & Specs, Images","neutral","relevant","0.80","2026-09-07T16:51:35.000Z","CarDekho","https://news.google.com/rss/articles/CBMijgFBVV95cUxPWi1ac0VhZUVsaElaaEdWTkVyekR1QzIzTXRGSHhiWGhtY3hualBBRW5Ma1pvME9mSE44ZmdZUUkwSFJoekxmbEtHbUctdE9fcDl3bkt2YWJHeGs5RG1MSnQ5WGVSRTdzMTI5U2hCQXQ4Zi1XbXFPMzNVc1NsSjhhd2ViREhEUFNydHN5WE1n?oc=5","CarDekho is mentioned as the source of the information."
"CarDekho","Kia Sorento HTX(A) Hybrid 7-Seater AWD On Road Price (Petrol), Features & Specs, Images","neutral","relevant","0.80","2026-09-07T16:51:35.000Z","CarDekho","https://news.google.com/rss/articles/CBMikAFBVV95cUxOR0UyZVJmVlBlYTdvSi1WR2sxNHVXT1JVSGdZLTVWUTBoNzBfdXVWa1ZUZG1xMG9oaldNbW0wWWJjNTJuU2wwbldMbkJDb2RyRDdTR2c3c2hfa2VscXktMWFXS0UtZkRuNkRIZWVIMmw2N1hYeTM5R0tlWi1SOVZVd0ktMk9xME1uM3dieGU0SWM?oc=5","CarDekho is mentioned as the source of the information."
"CarDekho","Kia Sorento HTK(A) Black Line Hybrid 7-Seater On Road Price (Petrol), Features & Specs, Images","neutral","relevant","0.80","2026-09-07T16:51:34.000Z","CarDekho","https://news.google.com/rss/articles/CBMimgFBVV95cUxPWktwd05yU2tzRVRNTV9QZFNvN2lGeFhjUUdWWlByeHQ5X2ptZEdIV0F4TjYyUUZKVFZRbU9kYncydDZ4VHBfZ2E2V3Z5bVVTOGpaaGVETS1WLTNMbTFDdWl0dWxNUFRhdk51Ti1XcDRjaDRqZElLb3hqZWpxQWpZZC1ISkZjQW1QbkdiYUpYRmlyTlgwSDAwQW53?oc=5","CarDekho is mentioned as the source of the information."
"Astra","Nvidia CEO Jensen Huang Says ‘AGI Has Arrived’ After OpenAI Launches GPT-6 Astra","neutral","relevant","0.80","2026-09-07T16:33:00.000Z","Hokanews","https://news.google.com/rss/articles/CBMijgFBVV95cUxPc0g4dG84cmFtSmVCSzRfd09KR2R4cTdJX2gzWkZGRVQyLXZlM1Z5MGwyTlZ2SmNPUi1VUDJHYWNMNU9NZ295OFR3bFZOdEpoSTA2ZGRDVFM3Z1VvcDV3R015QXVKTzJSSUdROVRMYTNzbmZyQ2xJOGY2REpyUmJGY3NRR09xZ1dZNE94X2t3?oc=5","Astra is mentioned as a model name, not the company."
"Airobotics","ONDS Stock Sinks 22% YTD: Is it Time to Hold Tight or Head for Exit?","neutral","irrelevant","0.80","2026-09-07T15:48:00.000Z","The Globe and Mail","https://news.google.com/rss/articles/CBMi5wFBVV95cUxPbGIyNTNOVUVwa2FxdWk5OVgtbzI4bjFSS2xzQy1acThwQk0zWmtja3lOLW9tWGF1VkNzYkZWZmltSzV0NFV3Sm85dWF3YWNEMjByTnZMWXQ1b0cxb0RyMUROQ2NjUDlqTWJKTERlYWdMc2drX1Z2LVRXbGU5Vk0xeHBEYllpSW94bHFKTWVqaWVLX2lKZmRMaGhjSk9rbmgyRHJSYVZTU2tnQ2NPUzU5clB5SXViYmJtOVNIdlBLSkMxc0lGYnROMFRSdENyNmlxYTk5dWZ5TmdVSXVfaHRSUDIwY21tVFU?oc=5","No mention of Airobotics, but rather ONDS stock performance"
"Astra","Nvidia CEO Jensen Huang says ‘AGI has arrived’ with OpenAI’s GPT-6 Astra","positive","relevant","0.80","2026-09-07T15:46:31.000Z","Fortune India","https://news.google.com/rss/articles/CBMitwFBVV95cUxNU1pORVZMb201M0xoZHJ2dDEyd1JsV2VWNjJrTTJhS3hhSmtZVzlxTGh6d1lsRXpRQnUxRjhTM0N5RE5YdlgyZ040NlpJMmV6dFJtYVJIXzJrYkF4Ul8xYjNjVFFvWXI3eUtjYXJ4MFBROHR3R3kya0NmS09SaUdZQVZ3MHc4TXlvTzJlSzlGM1NOOGh1YTM2X2xhUGI2TzM1N0ZQZlpXWXgtTWVCbUt5TXJyeXNZV2vSAcQBQVVfeXFMT2xsOXBjZzgyQ2dNS3RtQmZMT0R1aU9YVHNhS2lmdXllaERjNms4ekF1SDRPVEdnMUdNRHEtb3RxRHFYVmVrRlFwdW5xNUxKeE95Q0ctOVM0c0lPc1YxQkw0M2NUTWJ2S0NBQkVoQUhORDBDTHhHcEYyNlJVaTBKRlZXN3h0Q3BaNUpIQ3JZWlF3bU5jWHZ1VzVER2t6SjBzQUdZZEN4Yjc5Y2ttcGNZVTVjOEJweHlSSmdrNHNKUGVNNy1icA?oc=5","Nvidia CEO mentions Astra in context of AGI arrival, implying positive development"
"Guild","Austria ban head scarfs for Muslim school children under 14yrs","neutral","irrelevant","0.80","2026-09-07T15:43:19.000Z","TheGuildNG","https://news.google.com/rss/articles/CBMijwFBVV95cUxOZ0NNV1lfNFUtbGo2bEtHaFpMeE9zcExXSzNCdDNieWo5WWtxUDJDcDhPZzFVZldLRW1qR3FMRWltWkx3MXpqMTZhcHhGaUtFcFpsYWxQbHMySkM3cEVmel9FX2hieUZKSF9zbDM4akRCU0FJLURoS3VhUEZqLXZpeUNwOGUwa1I2RGpKX0VIWQ?oc=5","TheGuildNG is a news outlet, not the company Guild."
"Harvey","Inbursa Legal Team Turns to Harvey AI for Litigation and Court Notices","positive","relevant","0.80","2026-09-07T15:19:02.000Z","Unite.AI","https://news.google.com/rss/articles/CBMilAFBVV95cUxOVnJLSjltWHhXQ2NuNmMxRmM0dEh4Z3RNT2JwUXhYZWQ0cC1TSGQtS25OTDFlcDl2bzk2cUFjcDlJYnU0T3FLU0RyYWdYVTlSWXh5TGF1SzBVWlV1UXZmQTFSYllmdU5kWmdXM2NkTXZUeF8waDZudElBVHZPTW5DVkJHSUV1LWFwUG9HYmh3UzUwYWw4?oc=5","Harvey AI is mentioned as a solution for litigation and court notices."
"Glean","Turbocharge your business with these 5 AI tools","neutral","irrelevant","0.80","2026-09-07T15:00:00.000Z","New York Post","https://news.google.com/rss/articles/CBMiogFBVV95cUxPOEIxNnd0am5sUDdYTm5KUnd0S2hGUlRYS3dGMkhrVzV3MDMzTnpmc2NMcVNNYmhWYkpGR0E4VWlBSC1wSERlTXlJZU9XbFRQZUF2ajBRcE96YnYyVU1uNjhsdzdTZlh6NmZEdGFWdEVlS3RncG9UbGFRaFpmZk9EXzFyeDdEQmlrYnhMZGFtdGFnd3lOVGt6TEJTcWpoMTVpLWc?oc=5","No specific mention of Glean, only general AI tools"
"Parko","Motorist hit with £282 court bill for six minutes on town centre car park","neutral","irrelevant","0.80","2026-09-07T14:05:15.000Z","stourbridgenews.co.uk","https://news.google.com/rss/articles/CBMiqAFBVV95cUxQblFnYklqd29YOFNVVFlpSEFXV2dTanNuTWdFcW9qN3lEU1RBNlBTREtZU1BNV2VHcmE3ejFzTkNWZFJqLV9fcWhtTlIxa2ZsZG9BTFdaeXVxTmJhVlk1UmtpZmdscHFMNmRvNkdpM283dS0xMGxObEVfLUlTQjZiTGN5dUZHcHV5VkRicTNHUHByc090bVFleW9nTXV6ak56b3lDNVU5Nlg?oc=5","No mention of Parko, a parking technology company"
"CarDekho","2026 Kia Sorento Vs Toyota Fortuner Compared: Modern-Day Comforts Vs Old-School Cool","neutral","relevant","0.80","2026-09-07T13:57:00.000Z","CarDekho","https://news.google.com/rss/articles/CBMiywFBVV95cUxObzNsTFFYQ2hRVWJ2ZmJhN1UwVVRGUUpDS0RuVjlRWjZMQjhEekhlWjhjRXFqOTZiYTVCX3d4ZnFMblVVMklxWWpuc20ydFNvZWM1WDU3R1RraDgzTm1OT0gwT2loT3p3ajNteUh4aVFJc3JFS1pQak44cGZZb25VY25aSDZHUlJIU1daVDNnT3BVUkxSNC0wUFJVZ0tIOWxLR1hMVVVVRUdpT3NDRFVRbmhVWGh0djVmVUtGaVhLby0wVUI4bmxzUmItc9IB0wFBVV95cUxOaHo1ZzY2cnY2OVVqOGJqbFlCZk5sZTlBc2FVZTNRa0NuLVFXNEZ0TTRtSHc0cXVkakpDYS1pbExTZXNjVGJWWm9iUnQ3Q1ZRcmw1ckN5MHdWRWNnNnRjcFNzNmxaa2Q5LWt2SnpBOGQ0QTVMU3E2SHg5UGdsNEhULTQ4eHBhdzhoZnJyTEVCVUM5R2gwbUYzaUJ3Q0ZjcGFWR1ducWFUWWFTOXVvdkVmR3JkVHM2ZmU4VEQ0MWZsVWhELWoySmV5V0lxMlZkdGtab3dF?oc=5","CarDekho is mentioned as the publication, indicating relevance"
"Wave","Payments draw $44.2 bln as AI reshapes fintech funding; insurtech investment falls to $3.7 bln: Report","neutral","irrelevant","0.80","2026-09-07T13:37:38.000Z","bfsi.economictimes.indiatimes.com","https://news.google.com/rss/articles/CBMi8AFBVV95cUxQQTY5S0Vla0tNME1Ydm9UZ05VckRqa1hvZHFnREx5ZTJ5c3dUbjdfTTZyS09mS1VNUEYxRnNxQ0dnMGUyb0hkX2syaWhQWnBsTno5d1hzd3RYYWRUaldmRDB0cnpwWlkzNi1iU0FxY3M2dW5LZmhCN1dZSXEwQlRUbkV6WFVURXA5OElfVGU1LUl2Y0ptWkNVUS1veUlaWnoxUFdZNHZBR3Q2LXg1RDlOQnJCREtOVTFOdlB2ZU56WGxjSzZtUmZUbTdpX2JwRTl6amNINTc5TFZzZmxqVlM0dDJmaXBuTWZ4WUVZMk93S0nSAfYBQVVfeXFMUEpJWVJSUzFScHBrWWY4amRrOXphdHVQMGhqMld2SU9hU1g1UzJJRkxQejE4TmFxTHFEWm8yNkxXTERnSTN1TF90UFpDbkxvNGVTcThqOFFwUk4xaW56YjR0VnhjOUdLLXBrSEIybmc1RG5PVVVyVjJfOWxiQ21INE0wM2tuV0c3WVctZTdIZTU2M3dPVjZYcW1tc01aaGxibl9RSVE0cEgwa0VDRy03dm9sRGtURXk3eHRyaGhKLWRYRXg2U2JTLU1zdEhSUzJ1bXNEYmRSM2t3NnNNdUJ2TkxVRmZHR01zUW4tUnBrN0pPQ1J0MExB?oc=5","Article discusses fintech funding trends, not a specific company"
"Liquid Instruments","Euro Kapital Yatirim Ortakligi AS Reports Diversified TL 76.6 Million Portfolio","neutral","irrelevant","0.80","2026-09-07T13:17:16.000Z","TipRanks","https://news.google.com/rss/articles/CBMiywFBVV95cUxPblB4RWhib3FheE1YZUFMeDM2Wl9JSHIyc1VVTFI5SHk0bEU5TXhuNmNqQmJKaGdNd2VVV2JrMHRLc0dkRy1Sd2lRN0hpVVdnSDJ6TFEyS3JqbDBfenlnMVZ2ZFZ1V3NMWHRLbE9ja0cyWHFoRzloTFl6V0RsTGdKMmY0SF83SzdHcnFubmNmVDlmVm5fRnlMNVJzZGlnZ0JLLVpxaFdmbXNjOFlyU1VFZk9JcldySUFtNWRIalk3Y3pXakFvOXJYN0Ztcw?oc=5","No mention of Liquid Instruments in the snippet"
"CarDekho","2026 Maruti Baleno Facelift Reaches Dealerships, Deliveries Begin Soon","neutral","relevant","0.80","2026-09-07T13:07:00.000Z","CarDekho","https://news.google.com/rss/articles/CBMiuwFBVV95cUxOT3B4SndPRzM4anhGcGNqbkNab2U2QVdZQ2M4Mm41b2pYdkFHaGJLRk4wVTNPSnFoQTRZakdJTEl4ajVCa3IxNkZTQkhqOWxPRzJNcnJIYU9HSENTdHBEYUF0dFZFa1pzNG03ZTVDb1lWa0htR2VIYVBYNFI2UGNzTzZFVWdsbVBPZmh0eVg1M0YyRDVfQmhtNDlsOGhES0lwclVGWUd5T0JyMzNFUElmSE1abEtNWVFyN1VN0gHDAUFVX3lxTFBCeFEwUW5Lek5PcmhFRGdfNC1ZM011U1gxTy1pY1M1N3lGUzJDY18yLThreFBfTjQ5YmlER0FMQ05tNWFjcHc1OTlXVlF2R2ZPUjBFMERFMENTQklzR2RSQ0lLa0xRaXF3S1F5Nl9Sc2pMQWRIRXloa3NmM24zczNoaVF6YlR2MExHVHlGenZOOE5aakh3OWthM2ItdkU0S2xfdXF3UGUxby1Xa0YxMjRnc0pIMU4tQ0dsaUNGRklnRkExcw?oc=5","Article mentions CarDekko as the source, but content is about a car model"
"MeMed","How a Sweet, Horny Hockey Show Rewrote the Rules of Independent TV","neutral","irrelevant","1.00","2026-09-07T13:00:55.000Z","The Hollywood Reporter","https://news.google.com/rss/articles/CBMirAFBVV95cUxNWmNCWEZkbkNkMDE1YXZET1ZveFJmeTQzTU5IbFB5UHFDZjdNaDI5eFJoR2JCVVRGeU43TGVNYm95SzBmanVoaVJNS2hhTXljREJpcUdicXdJR2l4dlY2eW1kLTFvMHhQY2JKYVJMM2t3OWhSY2ZzWnBzN2xlQlhzd196QWJPMmcwVHpoNEI3YS1Eem45QXFwSmdsdVdHajJmZUE2azVDYnNJaEZK?oc=5","No mention of MeMed, a medical technology company"
"Perception Point","TATA.CARS’ Next Big Drive","neutral","irrelevant","0.80","2026-09-07T13:00:55.000Z","IMPACT Magazine","https://news.google.com/rss/articles/CBMigwFBVV95cUxOWlJKeTNBcWdfZTZrNzU5VWF5RWp1VVVnMjNsQkNZUU9TbVJpTU9GT3EzQW5HemhNbmZFVXV5RUZ3aWgzOE9zT3B6NHBjbVFkTlA5OFRwclVjX0ZPYl91YTJtUTVlbnJiMWdNUHNmYngzNmx1a052QTUtSkd1TEV3ZXRBZw?oc=5","No mention of Perception Point in the snippet"
"Dandelion Energy","How Geothermal Systems Can Future Proof Your Next Multifamily Development","neutral","relevant","0.80","2026-09-07T12:00:00.000Z","Multifamily & Affordable Housing Business","https://news.google.com/rss/articles/CBMitgFBVV95cUxPSVBhdkppelNvYzF3SXRsN3pWbHRDQmNOWEhwa0llMi0tN0V6RlQyWjFkNlp3RkJCcmtyRHg5bDhuOFk3ZnV0T3F3VDRRdnFza014UG95QkQtN3U5TjNlaDRiWkp2WnZKandwYVBtaEp6bXMwc1J6dkFCYkxpTHF5WVYyN0ZkeEFrbmc0MGpoXzJ5Sy1nMExVcG1feTJIX0ZqZThMNWtTUkdVdDB2NUhWLTkxcnh2QQ?oc=5","Article mentions geothermal systems, a key technology for Dandelion Energy."
"Casper","Casper Labor Day Sale 2026 Drops The One to $699 and the Dream to $1,130","positive","relevant","0.90","2026-09-07T11:51:20.000Z","Benzinga","https://news.google.com/rss/articles/CBMiogFBVV95cUxQODdmdG1fNVJqMV93cmE2VjJUZDMxSnhqUTVaOEhWS3IydnhVRmFlWE5GdkxUM1MwenNYQk9wS05ZR1pyYVVhNjNSbFFaS3Nnd1BRcU1lcWN1ZDFWMk5NRlB2R0xMYlpSWDVWYWQyOEZjb0Z5b29jSlItV3YtWElZX1hXdUZiSkNJekdULVBBdVFlZ2g5SDFQdFQ4N2VpUUdya1E?oc=5","Sale prices indicate revenue growth and customer interest in Casper products."
"Classiq","Israel’s Classiq Partners With Taiwan’s Scientek to Expand Quantum Software Adoption","positive","relevant","0.90","2026-09-07T11:14:02.000Z","israeldefense.co.il","https://news.google.com/rss/articles/CBMiWEFVX3lxTE1yVkJJRVRrMmFJN3l6RC1pQUdnck5nVlo4NG5wZmo1Nks5LUxDcW1UdUlCNGRrQzBoZGkwR2RKV3NZTHdidWVBTEwtc0FXdGl2YXpBX3pJOFY?oc=5","Partnership announcement with a major expansion goal"
"Taranis","What's Going On With Taranis Resources Inc Stock Monday?","neutral","irrelevant","0.80","2026-09-07T11:05:11.000Z","Wealth Awesome","https://news.google.com/rss/articles/CBMimAFBVV95cUxPOGVybVdmRXhCMnNHOVdyNkFJend2UWIwWnB3a3l0d3dYTmNSaExtS1ZYamtXNHl5M2VJa1dUUHZuYWJYclgwbkgxaC1KRHE0M1JlMjEwalljODd5c0h2Nm4tS3pJeXIySV9EY1g0T1JEZlhhdjJQVlNReGVEMWs1MENuT29xbDBEak83Q1NwVl9kc3laSU9HZw?oc=5","Taranis Resources Inc is a mining company, not the agritech company in OurCrowd's portfolio."
"SpaceX","SpaceX rival launches rocket in historic first, says industry is 'desperate' for more","negative","relevant","0.80","2026-09-07T10:51:03.000Z","CNBC","https://news.google.com/rss/articles/CBMihAFBVV95cUxOS3RrTEI3WGZWNmhSMWU3YnNiRHBaNE1vdzlSLWJGWUZZdzNwQ0hEWFRDZkpJWkdKYjdfa1R1eDF4Y0dFbWRRbTBfbWJnVjVrNEF1WW1yMTlqZ3l4LTBYN0dmc2lqV1pyVGl3UkI1ZU82dWkwdjVkcWxLdnFwclpfeDJCa3fSAYoBQVVfeXFMUGN5V2JLOVpDVjNTRXVPQ2pfRUtyTFpSMnhQbllJODV5NlI1cVVMZXhNMGdCMnEyVGp0UlhsOHBoLTQwT0VyTzdJaXhOR3BTRThIblE3MmxkLWpmenNlc0FnLUVBYjlHT0RxcGh4WHU5OHQwZlNrcGgteEd3M3ZENG50dVM5bHZ4UUNn?oc=5","Competitor's success implies SpaceX's potential challenges in the market."
"Neura","Neura Robotics and Seco Partner on AI-Driven Industrial Automation","positive","relevant","0.90","2026-09-07T10:45:50.000Z","Bisinfotech","https://news.google.com/rss/articles/CBMimwFBVV95cUxPalJmTUJHZXlpWWg2Y1RQVzBlTnlremRoWGxlYkJRYklfM1dCZzQzRHk3Y3pScGFRMWRmc1VYNDJBdW1tYms1Z1RIQ2R5cklGX0tTOGNReVMxVnpfUEFtRmFHdmkwR3pDNEcycU9ZSGVyR1VLcF9wdFFKVjVtenFoVUY1ZkppSFFkQVNJdGtwYm9LRHRrclpDaWYtOA?oc=5","Partnership with Seco implies collaboration and potential growth for Neura Robotics."
"Hailo","Google to Build New AI Chip in Israel, Tapping Hailo Talent","positive","relevant","0.90","2026-09-07T10:13:00.000Z","Haaretz","https://news.google.com/rss/articles/CBMiggJBVV95cUxPcmdHenlFeU9wUUNnR1FlM0M3WDZYTlpjNi1zWE1OaEFzVVdxUUJjZnBObDFRR2VBZ2hGRkRtQWN3REJGckg4d2FXYzN5MXFRSzhxQmdHZEktQXpKQ1Z2SjBFN3VJUGtHZTI5cWN4bVhRREthUjhkZWZsaEQ2Vkp0bmgxR0RTckIyQjI2VGliX0d2RUY5RC03Mmg0M09zVXZUaWpvcTVtaTIxd2tENEwtTVQ4ck9Ud1VPX2N1RWdNN19LZHQybVFFU0kyOXI2cngyV0VDeXV6UzRJYUZIeVpkTl9IVGplZFViTHhnWjdxblg0eGtWdEdwLTg1RHBsbTljM1E?oc=5","Hailo's talent being tapped for Google's new AI chip is a positive development for the company."
"CarDekho","2026 BMW i5 Long-wheelbase Launched At Rs 79.60 Lakh! Check Out All Details Of The Electric Luxury Sedan","neutral","relevant","0.80","2026-09-07T09:50:00.000Z","CarDekho","https://news.google.com/rss/articles/CBMi5gFBVV95cUxPdWRCaU5WMTZSd2Z2MzZvMkZMU0tYZnRZVnZ1N1pyUUtRcTc2UEhOTmRGbXdacHlxZEtrMW5XSHRodjUxY2pwbWF0bVFTaVkwNDg5QU5WVDdHSUd0TWpLbFl5WklocFJyVnE4Wm45dmlzaUtWbHlnaDFNRWFOaGRnbE5ReU0xdVYyaHhrTG1ISXhiM0hvY2h5UUFVcG9tWEk5Vjh3TlhmeGZKVlU0TjR0U2I5VjJhcmdHTHVuaGxkU2FYcGptanY3UWJ0N0QwaDF6MDNPcE5zTGFTQW1teW0tRmk0SkFKQdIB7gFBVV95cUxQaDRhNDJNak5KUjlkN2RqSFpMVGp6MGg1TG1ZT3VxbWZPOXBieW15OEJTaFNEa2p3ZWM4NlRKMXM0STY2SHBJWlBjLWZncERRUEZFLTMyOXl5dGw2MGpUSW5Nb3dqcmtJekp0akNDTVl0N1c2Tzc5aEtTemlkMGxUTnlDdlpCOGZ3X2FOZzVRVV9jNzdXQllsRjNjcHJacGpQSjZVQ2RoQTQtbktHT1VSUk9ybDE1cmZkWnFmeDRlOWIxN2JzdzFBVmkxdlozWmhjUzdWVG9uMHlLMmhpbmRvRmduR2dzZGpfcGx3bUhR?oc=5","CarDekho is mentioned as the publication, and the article discusses a car launch."
"Neura","Neura Robotics, Seco Partner on Physical AI, Robot Compute and Industrial Automation","positive","relevant","0.90","2026-09-07T09:43:26.000Z","AI Insider","https://news.google.com/rss/articles/CBMivAFBVV95cUxQWW5EaXc3M19mUjE4VVF0UU95WUJUeGpibi1LSXpYRUVrU2pKQkxxaDNFQVNab0FHRFNvcTUzdXhPOExTbTA1WXM0SWRYRXAyTmRMMGJZczYySk5JYWp1OHV2WkQ0dzBwMXBVTFZvSXVwRFp1d29laHcyNVpWOEFZVnpoaFc3a0tBZXVuaXVMQVN1N296TDQ4WU52ZUNORzdLajYwWVJDazBwbzVkUkN3emY1b2c2Umpsa3ZoSw?oc=5","Partnership announcement with Seco indicates collaboration and potential growth"
